NA	0.032106	-0.014788	0.014535	0.028343	0.004279	-0.020457	0.003922	0.011806	0.031614	0.007452	-0.028087	0.010770	-0.020069	-0.019017	0.005288	0.027124	0.007846	0.004846	-0.010400	0.017193	0.018212	0.024825	0.000686	0.040961	-0.007243	-0.006734	-0.026354	-0.022224	-0.019679	-0.009519	0.038268	-0.021812	0.012961	-0.011043	0.003879	-0.005374	-0.007956	0.045826	-0.003550	0.011177	-0.012632	-0.008884	-0.015673	-0.026554	-0.014849	0.039021	-0.009681	-0.031211	-0.028692	0.007107	0.001281	-0.031117	0.010617	0.002649	0.008859	0.013867	-0.006184	-0.029176	-0.006323	-0.020549	0.000234	-0.018133	0.000513	0.024327	0.009873	0.024241	-0.006548	0.009840	-0.006892	0.005437	0.018900	-0.036566	-0.009508	0.021372	0.031694	0.025347	0.020816	-0.007347	0.031469	0.003029	0.022135	-0.019881	-0.048296	0.005622	-0.003064	-0.011827	-0.023156	-0.002765	-0.012003	-0.007832	-0.007592	-0.033366	0.030865	0.020346	-0.003043	0.016438	-0.035922	-0.010320	-0.005012	
0.032106	NA	-0.045885	0.024309	0.006805	0.036013	0.054805	-0.024281	0.006683	0.006705	-0.015521	-0.004141	-0.005063	0.018988	0.021905	-0.044950	-0.002972	-0.007041	0.039137	-0.027884	-0.029804	0.022325	-0.019968	-0.014733	0.061871	0.007256	0.047556	-0.060390	-0.019548	-0.035618	-0.041778	0.006787	-0.021577	-0.031334	-0.032841	-0.021108	-0.035300	-0.037750	-0.028673	0.012766	-0.029168	0.020012	-0.016956	-0.005660	-0.059179	-0.022543	0.017177	0.003135	0.010620	-0.023360	0.011017	0.011978	-0.058768	0.055737	0.005553	-0.011094	0.047630	0.011508	-0.013226	0.011680	0.019630	0.016402	-0.004528	-0.001364	-0.023241	-0.013546	-0.034726	0.020532	-0.030978	-0.018046	0.037020	-0.018669	-0.000506	0.014930	0.048252	0.020588	0.013812	-0.028597	0.086919	0.011204	0.013180	-0.009291	-0.033005	-0.001094	-0.045917	0.034947	0.030203	-0.042438	-0.004557	0.028589	0.032134	0.032403	-0.008826	0.059182	0.078927	-0.017082	0.027615	-0.029965	-0.078247	0.059375	
-0.014788	-0.045885	NA	-0.000129	0.015963	0.065331	0.023710	-0.038061	-0.023616	0.015750	-0.010860	0.012345	0.057401	-0.000088	-0.029907	0.000922	-0.051595	0.098240	-0.047591	0.046820	0.029348	-0.000138	-0.012837	-0.033382	-0.011472	0.005946	-0.118177	-0.008364	0.006323	0.058693	-0.006645	-0.023756	0.021197	0.002371	-0.006779	-0.022955	0.018263	0.023953	0.001048	-0.022835	-0.000819	-0.018729	0.087406	-0.001206	0.058174	-0.003218	-0.041609	0.004149	0.005593	-0.007547	-0.045499	-0.010124	0.007907	0.047375	0.024817	0.009188	0.018825	0.013840	0.047558	0.022394	0.024546	-0.057207	-0.028300	-0.017985	0.009537	0.003676	0.018666	0.039557	-0.018277	-0.054315	-0.000340	0.080835	0.005530	-0.020481	-0.043409	0.008899	-0.022518	-0.022598	-0.097498	0.040238	-0.009473	0.022992	-0.017829	-0.024041	0.052032	-0.027704	0.022093	0.043928	0.008335	0.035816	-0.019612	-0.016697	0.023437	-0.046098	-0.107218	-0.065477	0.034257	0.010666	0.111257	-0.028093	
0.014535	0.024309	-0.000129	NA	0.007258	-0.001005	0.027761	-0.066141	0.023108	-0.007580	-0.043692	0.008725	-0.000518	0.052207	-0.025358	-0.050778	0.066609	-0.034161	0.076404	0.005734	-0.021768	-0.018902	-0.019987	0.078072	0.000896	-0.025040	0.098048	-0.071129	-0.012236	-0.045493	0.026053	-0.001263	-0.020611	-0.019670	-0.024833	-0.012950	-0.074376	-0.049721	-0.016107	0.067519	-0.023722	-0.002493	-0.005928	-0.028004	-0.055371	-0.012164	-0.021199	0.032052	-0.050245	-0.042242	0.009676	0.026999	-0.006834	-0.034324	-0.001906	-0.001555	-0.014016	-0.001710	0.005466	-0.014290	0.004560	0.068092	-0.027441	-0.037934	-0.009178	-0.006832	0.043386	0.048856	0.034478	0.045718	0.000210	-0.053867	0.002620	-0.022272	0.096625	0.102747	-0.032394	0.035977	0.119194	-0.042428	0.001457	0.012634	-0.054410	-0.000633	-0.024074	0.001509	-0.053703	0.025101	0.016273	-0.045233	0.036774	0.010178	-0.022293	0.084412	-0.029619	-0.009940	-0.008480	0.029368	-0.049916	0.031128	
0.028343	0.006805	0.015963	0.007258	NA	-0.021354	0.008798	0.016671	0.013823	0.019013	-0.001331	-0.005921	-0.007327	-0.021754	-0.000096	-0.009192	-0.012248	-0.017284	0.009546	0.009286	-0.015628	0.046396	0.024243	0.030896	0.022611	-0.003876	0.000648	-0.000055	0.014464	-0.010961	0.008413	-0.003742	0.004272	0.002578	-0.044070	-0.017720	0.013461	-0.007055	0.008196	-0.007454	-0.018166	-0.021597	0.006562	-0.042552	0.025151	-0.038266	0.002914	-0.000039	0.002965	0.006626	-0.017919	-0.039561	-0.002593	0.009345	0.020136	0.003897	-0.033799	0.011454	0.006658	-0.005246	-0.019501	-0.028905	0.000456	-0.006434	-0.015478	0.006548	0.020075	0.026597	0.000776	0.008968	-0.007112	0.001738	-0.029600	-0.021869	0.021073	0.018638	0.000095	0.009094	0.026218	0.014146	0.039518	-0.005543	0.023037	0.005943	0.017683	0.013605	-0.014194	0.021073	-0.018146	0.002994	0.017829	0.004928	0.017716	-0.010032	-0.043877	-0.023398	-0.000176	0.004803	-0.026009	-0.032109	
0.004279	0.036013	0.065331	-0.001005	-0.021354	NA	0.003462	-0.040775	-0.006525	-0.001412	-0.011940	-0.026452	-0.005747	-0.018243	-0.084509	-0.073580	-0.013402	0.074988	-0.081061	-0.021881	-0.008589	0.021685	0.018300	0.011854	0.059826	-0.002435	-0.052532	0.052909	-0.012179	-0.015679	-0.008368	-0.020396	0.004676	0.012868	-0.007894	0.031762	-0.042242	-0.011483	0.019904	-0.036062	0.024047	0.007622	0.007958	-0.006367	-0.025257	0.014146	0.003318	0.051956	0.022292	0.026565	-0.026543	-0.006259	0.016814	0.031334	0.007999	0.038942	0.009829	-0.000930	0.028091	-0.059330	-0.014739	0.004775	0.074455	0.034859	0.016630	-0.000040	-0.071557	-0.014532	-0.022295	0.021085	0.001840	0.010543	-0.001405	0.028468	-0.012467	-0.004759	-0.025897	-0.008601	-0.043573	-0.022579	0.002507	-0.010795	0.065516	0.002797	-0.005201	-0.003578	0.030801	0.032342	0.029610	0.063781	-0.056598	-0.044695	0.013140	-0.051926	-0.028687	-0.008901	0.011344	-0.009875	0.149333	-0.049029	
-0.020457	0.054805	0.023710	0.027761	0.008798	0.003462	NA	-0.038822	0.014868	0.015624	-0.049935	0.016025	0.044511	-0.025464	0.030942	-0.006727	-0.005741	-0.005976	-0.022405	0.003214	-0.052159	0.030368	-0.011610	0.061992	-0.042449	-0.055735	0.011979	-0.002141	-0.011429	-0.003269	-0.066167	0.011369	0.001429	0.003563	-0.040281	0.010847	0.000326	0.011758	-0.021907	0.012120	0.021170	0.028287	0.038313	0.019316	-0.042708	-0.024469	-0.044275	0.086278	0.016598	0.007334	0.012538	0.000741	-0.032310	0.027013	0.023347	0.008905	-0.029347	0.000889	0.012100	0.015697	0.009744	-0.003731	-0.016554	-0.040868	0.042914	-0.019931	-0.066351	0.010936	0.003147	-0.031650	0.003059	-0.029162	0.013828	-0.008197	0.030250	-0.008864	-0.018235	-0.033699	-0.011759	0.003613	-0.006142	-0.003933	-0.029893	0.042525	-0.016104	-0.048085	0.011627	-0.016166	-0.028221	0.108969	0.034585	-0.002139	-0.016331	0.019549	0.049497	0.041540	-0.030708	0.002527	-0.005439	0.002025	
0.003922	-0.024281	-0.038061	-0.066141	0.016671	-0.040775	-0.038822	NA	0.023790	-0.010853	0.156220	0.000587	-0.016099	-0.040675	-0.060875	0.023284	-0.062329	-0.000456	-0.076821	-0.029414	0.116733	-0.008091	0.016898	-0.045305	0.030481	-0.008448	-0.023348	0.028475	-0.024671	0.020731	0.006717	-0.028768	0.049257	-0.019883	-0.011747	0.008422	0.089002	-0.005073	0.051583	-0.058424	-0.029190	0.018659	0.034222	0.040347	-0.024235	-0.021665	0.065447	-0.041622	0.024784	0.042146	0.003489	0.008485	-0.005163	-0.013761	-0.035459	-0.035039	-0.027343	0.006391	-0.023215	-0.033015	0.003954	-0.071633	0.153377	0.014043	-0.056174	-0.002896	0.004223	-0.086629	-0.009994	0.013114	0.036868	-0.046282	0.013747	0.090054	-0.020113	-0.030133	0.017673	-0.055510	-0.026629	0.008063	-0.009560	0.008202	0.011796	0.036929	0.005003	0.019185	0.043310	-0.022652	-0.016910	-0.013818	-0.061014	0.215670	-0.002031	-0.066866	-0.026995	0.013308	0.182397	-0.035795	-0.034092	-0.024911	
0.011806	0.006683	-0.023616	0.023108	0.013823	-0.006525	0.014868	0.023790	NA	-0.036446	0.010634	0.008620	0.014796	0.004562	0.003965	-0.024468	-0.023849	-0.017364	0.010257	-0.016143	-0.020097	0.013216	-0.021181	0.006610	-0.021045	-0.013792	0.022233	0.017250	-0.038460	0.003813	-0.002936	-0.022409	0.052281	-0.005657	0.003690	0.038486	0.007572	0.017582	-0.008155	-0.030637	0.005596	-0.008427	-0.022614	0.023920	-0.044007	0.030153	-0.032852	-0.004097	0.021895	0.044641	-0.003464	-0.000820	-0.036552	-0.037883	-0.007926	0.010938	-0.023616	-0.002842	0.023040	-0.010134	-0.004678	0.015069	0.015855	0.031638	0.004952	-0.003819	0.011160	-0.044073	0.003884	0.005282	0.050827	-0.043343	0.009939	-0.015092	-0.006287	0.003945	0.013765	-0.028109	0.002668	-0.020931	0.032821	-0.003558	0.010157	0.022430	-0.010912	0.010885	-0.023551	-0.032576	0.000885	-0.006532	-0.000802	-0.005985	0.001934	-0.024970	0.024618	0.003469	0.030539	0.008739	-0.010163	0.032092	
0.031614	0.006705	0.015750	-0.007580	0.019013	-0.001412	0.015624	-0.010853	-0.036446	NA	-0.004354	0.004159	-0.004015	0.015659	-0.030678	-0.000348	0.024075	-0.001713	-0.034874	-0.036418	-0.026054	0.042505	-0.005300	0.033430	0.019418	0.001506	-0.023273	-0.031384	0.001424	0.034126	0.010376	0.050390	-0.025145	0.040674	-0.007701	0.002313	-0.007276	-0.008747	0.008252	0.053449	0.000885	-0.001141	0.048110	-0.019212	0.017611	-0.039422	-0.027028	0.023621	-0.005983	-0.016139	-0.023308	0.000765	-0.029166	0.017517	-0.004929	0.037145	0.002443	0.011597	0.027614	0.031642	-0.007422	-0.023626	0.017034	-0.023004	-0.012530	0.003876	0.001313	0.004071	-0.038610	-0.015870	-0.026033	0.005633	-0.035339	-0.019768	-0.007574	-0.026640	-0.008359	-0.028099	0.018801	0.014733	-0.009479	0.009444	-0.027131	-0.011978	0.010541	0.011598	-0.029128	-0.008881	0.027066	0.011737	-0.014026	0.000525	0.018322	0.018858	0.000723	0.000362	-0.002074	0.030339	0.008759	-0.005108	
