NA	-0.010395	-0.002038	0.013101	-0.013520	0.072318	0.013682	0.019103	0.047242	-0.003315	-0.028801	-0.001470	-0.004994	-0.052933	0.037628	-0.016215	0.057316	-0.018447	0.027160	-0.036744	-0.050488	-0.005225	-0.017656	0.010764	0.032912	-0.025061	0.000622	-0.016041	0.001992	-0.036203	0.041713	-0.002638	0.039389	-0.004496	0.016535	-0.000650	-0.009101	0.015288	-0.042037	0.005768	-0.042173	-0.038419	0.027994	0.018085	0.025299	-0.038302	0.001523	-0.008002	-0.026418	-0.054748	-0.004422	0.022543	-0.000891	-0.022893	-0.020596	-0.009492	0.002494	-0.018893	0.024260	-0.001883	0.019925	0.033389	-0.043164	-0.036344	-0.000138	-0.005220	-0.009019	-0.011380	0.012274	-0.013418	0.000405	0.020683	0.029295	0.039374	-0.010100	-0.011406	0.010227	0.012259	-0.030966	0.012711	-0.010767	0.012707	-0.054552	0.002404	-0.000597	0.003844	-0.036615	0.008540	0.033991	0.018298	0.005076	0.055331	0.033683	-0.002447	0.005043	0.013420	0.002653	
-0.010395	NA	-0.013677	-0.009066	0.007733	0.023079	0.005677	0.003720	0.008023	0.025904	-0.034279	-0.008374	0.029596	0.072662	-0.000525	-0.011283	0.005550	0.008925	0.008227	0.017172	-0.028077	-0.001753	0.013446	-0.011703	0.005959	0.037143	-0.066371	-0.026542	-0.010174	0.013340	0.019922	-0.007498	0.003996	-0.054389	-0.004327	0.033766	0.007198	-0.015080	0.016703	0.045029	0.004179	0.046643	-0.037140	-0.079375	-0.018624	0.000959	0.053101	0.016574	0.010000	0.060035	-0.000848	-0.020825	0.008054	0.026385	-0.040120	0.026144	-0.012470	0.012393	-0.020855	-0.006741	-0.010473	0.010887	-0.019686	-0.068605	0.008587	0.013597	0.001174	-0.033831	-0.037243	0.007566	0.023404	0.010428	-0.026779	-0.033913	-0.010324	0.005455	-0.007412	-0.008035	0.054661	-0.015557	0.022628	-0.025581	0.005055	-0.008430	-0.031710	-0.015615	0.007400	0.008643	0.027298	-0.025884	0.050311	0.025987	0.031273	0.013122	-0.043759	-0.023526	-0.016679	
-0.002038	-0.013677	NA	0.013253	-0.053414	0.030320	-0.031986	-0.002340	0.000224	0.020168	0.001515	-0.006384	0.009459	-0.011547	-0.052794	-0.004503	-0.061323	0.049612	0.026078	-0.010861	0.002130	-0.019521	-0.018406	-0.018432	0.031949	0.014079	-0.009603	-0.018570	-0.016614	0.024612	-0.000590	0.012316	0.016268	0.002447	0.016940	-0.005702	-0.015920	-0.023309	0.021210	0.017930	0.034428	0.002107	-0.015093	-0.007457	-0.022623	-0.013097	-0.004394	0.006107	0.007512	-0.043554	-0.012507	0.000922	0.000861	-0.031234	0.007376	-0.014331	0.011669	-0.044346	0.016549	0.018541	0.009238	0.007085	-0.007366	-0.000653	0.026722	-0.010546	0.009786	-0.000987	0.007162	0.012817	-0.015471	-0.027452	0.013640	-0.042727	0.020363	-0.008223	0.007965	-0.014857	0.017377	0.023001	0.041251	-0.008912	0.024505	-0.000364	0.022864	0.029741	-0.008594	0.062336	-0.025532	-0.007046	-0.033150	-0.006334	0.017962	-0.014899	0.024624	0.068608	-0.023995	
0.013101	-0.009066	0.013253	NA	-0.001226	-0.012284	-0.028111	-0.017456	0.013370	0.027989	0.007107	-0.011294	-0.002721	-0.043820	-0.021511	-0.009762	0.011670	0.022342	0.031322	-0.035293	0.028393	-0.008344	-0.022852	0.023919	-0.003058	0.010480	0.010296	0.013969	0.023283	0.000312	0.001460	-0.000585	-0.006996	0.008159	-0.033907	-0.006340	-0.010550	0.021426	-0.006214	-0.002053	0.016525	-0.002609	-0.020879	-0.015942	-0.021990	0.013338	-0.039746	-0.007576	-0.012581	0.017450	0.005801	0.016356	-0.018877	-0.026669	-0.002059	-0.003948	0.061682	0.000018	-0.004050	-0.014140	-0.009279	0.016447	-0.020080	0.034374	-0.002946	-0.047172	-0.012918	-0.027573	0.005135	-0.034909	-0.004862	0.018984	-0.002995	-0.012900	-0.012193	0.015073	0.034377	-0.025536	0.010763	0.049118	0.040231	0.000524	0.062725	0.001534	0.036905	0.008837	-0.008232	0.015874	-0.020421	-0.021446	-0.027454	0.000141	0.008924	0.039323	0.006783	-0.013549	-0.028452	
-0.013520	0.007733	-0.053414	-0.001226	NA	0.018455	0.013247	-0.016911	0.006528	0.029949	-0.019982	-0.009749	0.000496	0.030189	0.019674	0.054484	0.007052	-0.000085	-0.016090	-0.003948	-0.037165	-0.005595	0.044424	-0.019908	-0.041556	-0.039507	-0.054150	0.010689	-0.025145	0.047882	-0.028154	0.053482	-0.004260	-0.004727	0.004237	0.007797	-0.027387	0.046562	0.022360	0.016464	0.009892	-0.065292	0.058330	-0.014706	-0.000811	0.052505	0.052080	-0.028382	-0.031629	-0.018746	-0.012475	0.033399	0.021955	-0.033002	-0.003530	0.052731	0.013156	-0.022298	0.033286	-0.012709	-0.017847	-0.007528	-0.021565	-0.022525	-0.028903	-0.017539	0.023804	-0.045838	0.021189	-0.002525	-0.000369	-0.001461	0.024740	0.029478	0.035508	-0.002840	-0.028877	-0.007013	0.040367	-0.019611	0.021843	0.024494	0.013752	-0.035587	-0.010434	-0.025187	0.032265	-0.008715	0.034299	0.010571	-0.032244	0.006192	-0.031475	-0.018816	-0.037459	-0.016483	0.014014	
0.072318	0.023079	0.030320	-0.012284	0.018455	NA	0.018968	-0.001731	0.037082	-0.026604	-0.005748	0.067765	-0.014259	0.004604	0.052348	-0.003582	0.016132	0.034793	-0.020279	-0.021311	-0.061533	-0.050179	0.000188	-0.013743	-0.015233	0.042662	0.010951	0.003717	0.017575	0.042163	0.001820	-0.027931	-0.012070	0.003168	-0.012723	0.005260	0.012629	-0.000410	-0.022154	-0.023803	-0.000097	0.001370	0.028961	0.001310	-0.035049	0.033658	-0.018335	-0.038698	-0.021578	-0.043643	-0.032071	0.020321	0.059841	-0.013934	0.066630	-0.033162	0.062074	-0.051183	0.014389	0.042383	0.001113	0.048945	-0.011644	0.011509	0.019715	-0.021211	0.062378	-0.041734	0.035921	0.018776	-0.020690	0.019007	-0.003085	-0.019108	0.004876	-0.006715	-0.011004	-0.060578	-0.036017	-0.020550	-0.024021	-0.008621	-0.018590	-0.025352	-0.004631	-0.012158	-0.037556	-0.026394	0.002727	-0.008708	0.021202	0.016026	0.014157	-0.015648	-0.027405	-0.006791	-0.020589	
0.013682	0.005677	-0.031986	-0.028111	0.013247	0.018968	NA	0.060525	-0.039977	0.016386	0.011224	-0.031406	0.034731	-0.002500	0.017747	0.034058	0.012082	-0.065354	-0.033182	-0.025778	-0.016741	-0.041515	0.010703	-0.006919	-0.019191	-0.029876	0.013242	0.006761	0.039581	-0.039481	0.028483	-0.007818	0.034277	0.015394	0.011224	0.029629	0.018024	-0.026951	-0.025691	0.045329	-0.051087	-0.017831	-0.017429	0.027587	-0.026222	-0.004949	-0.017872	0.018075	0.036338	0.002758	0.004025	-0.063363	0.052267	0.028037	0.002505	-0.039234	-0.021169	0.034289	-0.027421	0.048551	0.013138	-0.023032	-0.001164	-0.033981	0.030627	-0.013849	0.009307	0.021469	0.013838	0.000607	-0.005581	-0.015557	-0.035879	0.002677	0.034176	-0.036056	-0.019103	0.005303	0.030407	0.009480	-0.019528	-0.014857	0.010152	0.021858	0.004665	0.002217	-0.008308	-0.053180	0.047555	0.025953	0.017883	-0.013089	0.039595	0.004790	-0.017073	-0.032760	0.013291	
0.019103	0.003720	-0.002340	-0.017456	-0.016911	-0.001731	0.060525	NA	-0.033926	-0.013721	0.019693	-0.000605	0.007747	-0.010789	-0.012032	-0.046996	-0.036996	-0.037497	0.026802	-0.039152	-0.015486	0.026715	0.003817	0.006984	-0.013298	-0.017253	0.049770	-0.001158	-0.002201	-0.018510	0.009166	0.024760	-0.011164	-0.014145	0.042525	-0.031852	-0.021735	-0.039451	0.025329	0.001597	-0.013468	-0.006498	-0.017581	0.011409	0.018571	-0.038178	0.005295	0.020933	-0.016717	0.012133	-0.011623	-0.026372	0.006261	0.016631	0.005396	-0.038216	0.021306	-0.013309	0.027387	-0.024814	0.018787	0.062347	0.033665	0.019797	0.022554	0.002086	0.007572	-0.024091	-0.033426	-0.012623	0.046395	-0.023245	-0.014421	-0.000267	0.007705	0.022067	0.019452	-0.025284	-0.004586	-0.022213	-0.047700	0.026782	0.003765	-0.000762	0.069673	0.009834	0.006989	-0.042835	-0.013668	0.041603	0.015393	0.021051	-0.016255	0.013908	-0.004110	0.008323	-0.006211	
0.047242	0.008023	0.000224	0.013370	0.006528	0.037082	-0.039977	-0.033926	NA	-0.000530	0.004195	0.006171	-0.019319	0.023694	0.051707	-0.029147	0.024172	-0.005371	-0.019659	0.011752	0.025447	-0.027704	0.014500	-0.013944	-0.000001	-0.002553	0.006809	-0.001863	0.018229	-0.023245	-0.000770	-0.004273	-0.026690	0.003973	-0.034434	0.019768	-0.007325	0.008583	0.010529	0.008050	0.004366	-0.010412	0.016889	-0.011613	0.027486	-0.009517	-0.038704	0.001617	0.048396	-0.008148	-0.010811	0.007428	-0.073844	0.002181	-0.017816	-0.042653	-0.015284	-0.013494	-0.017648	0.009013	-0.036731	0.048456	-0.024687	-0.052398	0.005799	0.034601	-0.008999	0.017381	0.000284	0.033114	-0.002743	0.015614	0.001451	0.006078	-0.011960	0.022969	0.042284	-0.003679	0.009248	0.043524	0.007040	0.024099	0.026531	0.027370	-0.001497	-0.056793	-0.015574	-0.009391	-0.020267	0.012346	-0.013932	-0.023320	-0.014153	0.013649	0.016942	-0.036035	0.011726	
-0.003315	0.025904	0.020168	0.027989	0.029949	-0.026604	0.016386	-0.013721	-0.000530	NA	-0.002199	-0.057353	0.000542	0.019749	0.031775	-0.006380	0.007434	0.012786	-0.012744	0.005271	0.055722	-0.016559	-0.002160	-0.001662	0.061728	-0.028403	-0.018658	-0.034531	0.001502	0.005848	0.016227	0.001093	0.037094	0.041601	-0.037920	0.032546	0.015273	0.054788	0.029394	0.009634	-0.013802	-0.023069	0.003318	0.007398	-0.037007	-0.000104	-0.013885	-0.023956	0.025535	-0.023049	0.004778	-0.014536	-0.006833	0.029273	-0.002486	-0.013865	-0.023685	0.021622	-0.018695	-0.000933	-0.005777	-0.004450	0.000027	0.007005	-0.009266	0.003906	-0.026279	0.005849	-0.020978	-0.014937	0.019127	0.024203	0.044528	0.013933	-0.026584	0.017868	-0.023739	-0.019915	-0.018272	0.033364	0.003618	-0.026448	-0.008803	-0.017332	-0.017623	-0.021855	0.021471	-0.034334	-0.001865	0.009175	-0.032472	-0.032553	0.039846	-0.045016	0.005898	0.001641	-0.014856	
